N;REGION;DISTRICT;COMMUNE;FOKONTANY;CENTRE DE VOTE;CODE BV;BUREAU DE VOTE
15569;MELAKY;BESALAMPY;BEKODOKA;MAROFOTOTRA;EC MAROFOTOTRA;430304080101;EC MAROFOTOTRA
15570;MELAKY;BESALAMPY;BEKODOKA;AMBINDA;EC AMBINDA;430304090101;EC AMBINDA
15571;MELAKY;BESALAMPY;BEKODOKA;AMBAHIVAHY;EC AMBAHIVAHY;430304100101;EC AMBAHIVAHY
15572;MELAKY;BESALAMPY;BEKODOKA;AMPANIHY / BELELA;Epp Ampanihy / Belela;430304110101;Epp Ampanihy / Belela
15573;MELAKY;BESALAMPY;BEKODOKA;SAHONDRA;Epp Sahondra;430304120101;Epp Sahondra
15574;MELAKY;BESALAMPY;BEKODOKA;ANTSOHA;CASE RAJAONAH;430304130101;CASE RAJAONAH
15575;MELAKY;BESALAMPY;BEKODOKA;BEVITSIKA;Epp Bevitsika;430304140101;Epp Bevitsika
15576;MELAKY;BESALAMPY;BEKODOKA;BEKOKY;EPP BEKOKY;430304150101;EPP BEKOKY
15577;MELAKY;BESALAMPY;BEKODOKA;BEVARY;Epp Bevary;430304160101;Epp Bevary
15578;MELAKY;BESALAMPY;BEKODOKA;MANGOBOKA;Epp Mangoboka;430304170101;Epp Mangoboka
15579;MELAKY;BESALAMPY;BEKODOKA;ANTANAMBAO MAHITSIHAZO;CASE Antorokamana Mahitsihazo;430304180101;CASE Antorokamana Mahitsihazo
15580;MELAKY;BESALAMPY;BEKODOKA;TSITANANDRO;EC Tsitanandro;430304190101;EC Tsitanandro
15581;MELAKY;BESALAMPY;BESALAMPY;BESALAMPY-VILLE;Bureau CU Besalampy;430305010101;Bureau CU Besalampy Salle I
15582;MELAKY;BESALAMPY;BESALAMPY;BESALAMPY-VILLE;Bureau CU Besalampy;430305010102;Bureau CU Besalampy Salle II
15583;MELAKY;BESALAMPY;BESALAMPY;BESALAMPY-VILLE;Tranompokonolona;430305010201;Tranompokonolona
15584;MELAKY;BESALAMPY;BESALAMPY;BESALAMPY-VILLE;EPP Besalampy;430305010301;EPP Besalampy
15585;MELAKY;BESALAMPY;BESALAMPY;BESALAMPY-VILLE;EPP Antanamary;430305010401;EPP Antanamary
15586;MELAKY;BESALAMPY;BESALAMPY;BESALAMPY-HAUT;EPP Mangotroka;430305020101;EPP Mangotroka
15587;MELAKY;BESALAMPY;BESALAMPY;BESALAMPY-HAUT;Bureau FKT Ampataka;430305020201;Bureau FKT Ampataka
15588;MELAKY;BESALAMPY;BESALAMPY;BESALAMPY-BAS;EC Ambatofotsy;430305030101;EC Ambatofotsy
15589;MELAKY;BESALAMPY;BESALAMPY;AMBALATANY;EPP Ambalatany;430305040101;EPP Ambalatany
15590;MELAKY;BESALAMPY;BESALAMPY;AMBALATANY;Bureau AC Ankorobe;430305040201;Bureau AC Ankorobe
15591;MELAKY;BESALAMPY;BESALAMPY;AMBODIMANGA;EPP Antanambao;430305050101;EPP Antanambao
15592;MELAKY;BESALAMPY;BESALAMPY;AMBODIMANGA;EC Ambodimanga;430305050201;EC Ambodimanga
15593;MELAKY;BESALAMPY;BESALAMPY;AMBOTAKA;Centre ONN Ambotaka;430305060101;Centre ONN Ambotaka
15594;MELAKY;BESALAMPY;BESALAMPY;ANKASAKASAKELY;EPP Ankasakasakely;430305070101;EPP Ankasakasakely
15595;MELAKY;BESALAMPY;BESALAMPY;ANKASAKASAKELY;EC Ampandra;430305070201;EC Ampandra
15596;MELAKY;BESALAMPY;BESALAMPY;ANKASAKASAKELY;EC Antsamaliha;430305070301;EC Antsamaliha
15597;MELAKY;BESALAMPY;BESALAMPY;ANTSAKOAZATO;EPP Antsakoazato;430305080101;EPP Antsakoazato
15598;MELAKY;BESALAMPY;BESALAMPY;ANOSIMBOALAVO;EPP Anosimboalavo;430305090101;EPP Anosimboalavo
15599;MELAKY;BESALAMPY;BESALAMPY;ANOSIMBOALAVO;EC Ampongobe;430305090201;EC Ampongobe
15600;MELAKY;BESALAMPY;MAHABE;MAHABE;Epp Mahabe;430306010101;Epp Mahabe Salle I
15601;MELAKY;BESALAMPY;MAHABE;MAHABE;Epp Mahabe;430306010102;Epp Mahabe Salle II
15602;MELAKY;BESALAMPY;MAHABE;SAMBAOKOFA;Epp Sambaokofa;430306020101;Epp Sambaokofa
15603;MELAKY;BESALAMPY;MAHABE;SAMBAOKOFA;EPP Sahondralava;430306020201;EPP Sahondralava
15604;MELAKY;BESALAMPY;MAHABE;MAHIAGIDRO;Epp Mahiagidro;430306030101;Epp Mahiagidro
15605;MELAKY;BESALAMPY;MAHABE;MAHIAGIDRO;EPP Maevatanana;430306030201;EPP Maevatanana
15606;MELAKY;BESALAMPY;MAHABE;AMBONARA;Epp Ambonara;430306040101;Epp Ambonara
15607;MELAKY;BESALAMPY;MAHABE;ANDABOZATO;Epp Andambozato;430306050101;Epp Andambozato
15608;MELAKY;BESALAMPY;MAHABE;AMPOZA;CASE FANOHITRY AMPOZA;430306060101;CASE FANOHITRY AMPOZA
15609;MELAKY;BESALAMPY;MAHABE;ANTANAMBAO TSAPIBA;Epp Antanambao tsapiba;430306090101;Epp Antanambao tsapiba
15610;MELAKY;BESALAMPY;MAHABE;AMBALAKAZAHA;Epp Ambalakazaha;430306130101;Epp Ambalakazaha
15611;MELAKY;BESALAMPY;MAHABE;ANDRIABE;ANDRIABE;430306140101;EPP ANDRIABE
15612;MELAKY;BESALAMPY;MAHABE;ANJIABE;ANJIABE;430306150101;CASE FANGA ANJIABE
15613;MELAKY;BESALAMPY;MAROVOAY SUD;MAROVOAY SUD;BUREAU CR MAROVOAY SUD;430307010101;BUREAU CR MAROVOAY SUD
15614;MELAKY;BESALAMPY;MAROVOAY SUD;MAROVOAY SUD;Bureau FKT Marovoay Sud;430307010201;Bureau FKT Marovoay Sud
15615;MELAKY;BESALAMPY;MAROVOAY SUD;MAROVOAY SUD;EPP Andohobe;430307010301;EPP Andohobe
15616;MELAKY;BESALAMPY;MAROVOAY SUD;MAROVOAY SUD;Case Zanky Ambohitramboalambo;430307010401;Case Zanky Ambohitramboalambo
15617;MELAKY;BESALAMPY;MAROVOAY SUD;MAROVOAY SUD;EC Antsingilomena;430307010501;EC Antsingilomena
15618;MELAKY;BESALAMPY;MAROVOAY SUD;ANOSIBE;EPP ANOSIBE;430307030101;EPP ANOSIBE
15619;MELAKY;BESALAMPY;MAROVOAY SUD;ANOSIBE;EPP Ambalarano;430307030201;EPP Ambalarano
15620;MELAKY;BESALAMPY;MAROVOAY SUD;ANOSIBE;Case Sieur Hanonjo Ambalabao;430307030301;Case Sieur Hanonjo Ambalabao
15621;MELAKY;BESALAMPY;MAROVOAY SUD;TSIAMELARA;Case Hagnory Tsiamelara;430307060101;Case Hagnory Tsiamelara
15622;MELAKY;BESALAMPY;MAROVOAY SUD;ANKILIBE;Epp Ankilibe;430307070101;Epp Ankilibe
15623;MELAKY;BESALAMPY;MAROVOAY SUD;AMPOZA/SOARANO;Epp Ampoza;430307090101;Epp Ampoza
15624;MELAKY;BESALAMPY;MAROVOAY SUD;AMPOZA/SOARANO;EPP Soarano;430307090201;EPP Soarano
15625;MELAKY;BESALAMPY;MAROVOAY SUD;MALANDIANDRO;EPP MALANDIANDRO;430307100101;EPP MALANDIANDRO
15626;MELAKY;BESALAMPY;MAROVOAY SUD;MALANDIANDRO;EPP Bemarivo Ampasy;430307100201;EPP Bemarivo Ampasy
15627;MELAKY;BESALAMPY;SOANENGA;SOANENGA;Epp Soanenga;430308010101;Epp Soanenga
15628;MELAKY;BESALAMPY;SOANENGA;SAMBAOKOFA;Epp Sambaokofa;430308020101;Epp Sambaokofa
15629;MELAKY;BESALAMPY;SOANENGA;ANDRANONAKANGA;EPP ANKILIMOMGA;430308030101;EPP ANKILIMOMGA
15630;MELAKY;BESALAMPY;SOANENGA;ANDRANONAKANGA;Case Tsiveta Dit Tsiaronjimana;430308030201;Case Tsiveta Dit Tsiaronjimana
15631;MELAKY;BESALAMPY;SOANENGA;ANDRANONAKANGA;EPP Beloba;430308030301;EPP Beloba
15632;MELAKY;BESALAMPY;SOANENGA;ANDRANONAKANGA;Case M.RAVONJY Hamonjy;430308030401;Case M.RAVONJY Hamonjy Ankilahila
15633;MELAKY;BESALAMPY;SOANENGA;ANKELILALY;Epp Ankelilaly;430308040101;Epp Ankelilaly
15634;MELAKY;BESALAMPY;SOANENGA;ANKELILALY;EPP Ambatofijoroa;430308040201;EPP Ambatofijoroa
15635;MELAKY;BESALAMPY;SOANENGA;VILAMATSA;Epp Vilamatsa;430308050101;Epp Vilamatsa
15636;MELAKY;BESALAMPY;SOANENGA;ANDRANOJONGY;Epp Andranojongy;430308060101;Epp Andranojongy
15637;MELAKY;BESALAMPY;SOANENGA;ANDRANOJONGY;EC Antsakoamileka;430308060201;EC Antsakoamileka
15638;MELAKY;BESALAMPY;SOANENGA;ANKOROSY;Epp Ankorosy;430308080101;Epp Ankorosy
15639;MELAKY;BESALAMPY;SOANENGA;ANKOROSY;EPP Antsambalahy;430308080201;EPP Antsambalahy
15640;MELAKY;BESALAMPY;ANTSIRASIRA;ANTSIRASIRA;Epp ANTSIRASIRA;430309010101;Epp ANTSIRASIRA
15641;MELAKY;BESALAMPY;ANTSIRASIRA;ANDRAFIALAVA;Case POERA;430309020101;Case POERA
15642;MELAKY;BESALAMPY;ANTSIRASIRA;ANTSIRADRANO;Epp ANTSIRADRANO;430309030101;Epp ANTSIRADRANO
15643;MELAKY;BESALAMPY;ANTSIRASIRA;AMBONARABE;CASE Kotomena;430309040101;CASE Kotomena
15644;MELAKY;BESALAMPY;ANTSIRASIRA;ANDRAFIABE;EPP Andrafiabe;430309050101;EPP Andrafiabe
15645;MELAKY;MAINTIRANO;ANDABOTOKA;ANTSAKOALAMOTY;EPP ANTSAKOALAMOTY;430401010101;EPP ANTSAKOALAMOTY SALLE 01
15646;MELAKY;MAINTIRANO;ANDABOTOKA;AMBALAMANGA;EPP AMBALAMANGA;430401030101;EPP AMBALAMANGA SALLE 01
15647;MELAKY;MAINTIRANO;ANDABOTOKA;KIMAZIMAZY;BUREAU FKT KIMAZIMAZY;430401040101;BUREAU FKT  KIMAZIMAZY SALLE 01
15648;MELAKY;MAINTIRANO;ANDABOTOKA;BELINTA;EPP BELINTA;430401050101;EPP BELINTA SALLE 01
15649;MELAKY;MAINTIRANO;ANDABOTOKA;AMPASIMENA;BUR FKT  AMPASIMENA;430401060101;BUR FKT  AMPASIMENA SALLE 01
15650;MELAKY;MAINTIRANO;ANDABOTOKA;MANGABE;EPP MANGABE;430401070101;EPP MANGABE SALLE 01
15651;MELAKY;MAINTIRANO;ANDABOTOKA;ANKARA;CASE SOLOMON  ANKARA;430401080101;CASE SOLOMON  ANKARA SALLE 01
15652;MELAKY;MAINTIRANO;ANDABOTOKA;ANDRAFIABE;EPP ANDRAFIABE;430401090101;EPP ANDRAFIABE SALLE 01
15653;MELAKY;MAINTIRANO;ANDABOTOKA;MIARINARIVO;EPP ANDABOTOKA;430401100101;EPP ANDABOTOKA SALLE  01
15654;MELAKY;MAINTIRANO;ANDABOTOKA;MANDRITSARA;EPP ANDABOTOKA;430401110101;EPP ANDABOTOKA SALLE 02
15655;MELAKY;MAINTIRANO;ANDABOTOKA;MAHAVELO BEBOZAKA;EPP MAHAVELO;430401120101;EPP MAHAVELO SALLE 01
15656;MELAKY;MAINTIRANO;ANDABOTOKA;MANDROSOA;CASE NOTABLE DORINY;430401130101;CASE NOTABLE DORINY SALLE 01
15657;MELAKY;MAINTIRANO;ANDRANOVAO;MANAPAPE;EPP MANAPAPE;430402010101;EPP MANAPAPE SALLE 01
15658;MELAKY;MAINTIRANO;ANDRANOVAO;MANAPAPE;CASE BEPILIPILY;430402010201;CASE BEPILIPILY SALLE 01
15659;MELAKY;MAINTIRANO;ANDRANOVAO;ANDRANOVAO;EPP ANDRANOVAO;430402020101;EPP ANDRANOVAO SALLE 01
15660;MELAKY;MAINTIRANO;ANDRANOVAO;ANDRANOVAO;EPP ANDRANOVAO;430402020102;EPP ANDRANOVAO SALLE 02
15661;MELAKY;MAINTIRANO;ANDRANOVAO;ANDRANOVAO;EPP MAROVAVA;430402020201;EPP MAROVAVA SALLE 01
15662;MELAKY;MAINTIRANO;ANDRANOVAO;ANKITARA;EPP ANKITARA;430402030101;EPP ANKITARA SALLE 01
15663;MELAKY;MAINTIRANO;ANDRANOVAO;NIVAKIAMBAKOLY;EPP NIVAKIAMBAKOLY;430402040101;EPP NIVAKIAMBAKOLY SALLE 01
15664;MELAKY;MAINTIRANO;ANDRANOVAO;AMBALAMANGA;BUREAU FKT AMBALAMANGA;430402050101;BUREAU FKT AMBALAMANGA SALLE 01
15665;MELAKY;MAINTIRANO;ANDREA;ANDREA;EPP ANDREA;430403010101;EPP ANDREA SALLE 01
15666;MELAKY;MAINTIRANO;ANDREA;ANDREA;EPP ANDREA;430403010102;EPP ANDREA SALLE 02
15667;MELAKY;MAINTIRANO;ANDREA;BEMENA;EPP BEMENA;430403020101;EPP BEMENA SALLE 01
15668;MELAKY;MAINTIRANO;ANDREA;ANTETEZAVATO;BUREAU FOKONTANY TETEZAVATO;430403030101;BUREAU FOKONTANY TETEZAVATO SALLE 01
15669;MELAKY;MAINTIRANO;ANDREA;AMPANDRA;EPP AMPANDRA;430403040101;EPP AMPANDRA SALLE 01
15670;MELAKY;MAINTIRANO;ANDREA;AMPANDRAMALAZA;EPP AMPANDRAMALAZA;430403050101;EPP AMPANDRAMALAZA SALLE 01
15671;MELAKY;MAINTIRANO;ANDREA;ANTABOABOAKY;EPP ANTABOABOAKY;430403060101;EPP ANTABOABOAKY SALLE 01
15672;MELAKY;MAINTIRANO;ANDREA;MANDROATSY-BARA;EPP MANDROATSY - BARA;430403070101;EPP MANDROATSY - BARA SALLE 01
15673;MELAKY;MAINTIRANO;ANDREA;MAHAKENDA;BUREAU FOKONTANY  MAHAKENDA;430403090101;BUREAU FKT MAHAKENDA SALLE 01
15674;MELAKY;MAINTIRANO;ANDREA;MANDA;EPP MANDA;430403100101;EPP MANDA SALLE 01
15675;MELAKY;MAINTIRANO;ANKISATRA;ANKISATRA;EPP ANKISATRA;430404010101;EPP ANKISATRA SALLE 01
15676;MELAKY;MAINTIRANO;ANKISATRA;AMPATIFATY;EPP AMPATIFATY;430404020101;EPP AMPATIFATY SALLE 01
15677;MELAKY;MAINTIRANO;ANKISATRA;BEFOTAKA;EPP MAROAKIBO;430404030101;EPP MAROAKIBO SALLE 01
15678;MELAKY;MAINTIRANO;ANKISATRA;BEFOTAKA;EPP BEFOTAKY;430404030201;EPP BEFOTAKY SALLE1
15679;MELAKY;MAINTIRANO;ANKISATRA;AMBONDRO;EPP AMBONDRO (S1);430404040101;EPP AMBONDRO SALLE 01
15680;MELAKY;MAINTIRANO;ANKISATRA;NOSIBE;BUREAU FKT NOSIBE;430404050101;BUREAU FKT NOSIBE SALLE 01
15681;MELAKY;MAINTIRANO;ANKISATRA;ANKILIFITO;EPP BEHORAKY;430404060101;EPP BEHORAKY SALLE 01
15682;MELAKY;MAINTIRANO;ANKISATRA;ANKAZOMANAMBAO;BUREAU FKT ANKAZOMANAMBAO;430404070101;BUREAU FKT ANKAZOMANAMBAO SALLE 01
15683;MELAKY;MAINTIRANO;ANKISATRA;BEVATRY;BUREAU FKT BEVATRY;430404080101;BUREAU FKT BEVATRY SALLE 01
15684;MELAKY;MAINTIRANO;ANTSAIDOHA BEBAO;ANTSAIDOHA-BEBAO;EPP ANTSAIDOHA - BEBAO;430405010101;EPP ANTSAIDOHA - BEBAO SALLE 01
15685;MELAKY;MAINTIRANO;ANTSAIDOHA BEBAO;BEREKETA;EPP BEREKETA;430405020101;EPP BEREKETA SALLE 01
15686;MELAKY;MAINTIRANO;ANTSAIDOHA BEBAO;AMBAHIVAHY;EPP AMBAHIVAHY;430405030101;EPP AMBAHIVAHY SALLE 01
15687;MELAKY;MAINTIRANO;ANTSAIDOHA BEBAO;BEKINOLY;BUREAU FKT  BEKINOLY;430405040101;BUREAU FKT BEKINOLY SALLE 01
15688;MELAKY;MAINTIRANO;ANTSAIDOHA BEBAO;TSIMIRANDRA;BUREAU FKT TSIMIRANDRA;430405050101;BUREAU FKT  TSIMIRANDRA SALLE 01
15689;MELAKY;MAINTIRANO;ANTSAIDOHA BEBAO;BETSAKO;EPP BETSAKO;430405060101;EPP BETSAKO SALLE 01
15690;MELAKY;MAINTIRANO;ANTSAIDOHA BEBAO;AMBANJA;BUREAU FKT  AMBANJA;430405070101;BUREAU FKT  AMBANJA SALLE 01
15691;MELAKY;MAINTIRANO;ANTSAIDOHA BEBAO;AMPOZA;GARDERIE AMPOZA;430405080101;GARDERIE AMPOZA SALLE 01
15692;MELAKY;MAINTIRANO;ANTSONDRODAVA;ANTSONDRONDAVA;EPP ANTSONDRONDAVA;430406010101;EPP ANTSONDRONDAVA SALLE 01
15693;MELAKY;MAINTIRANO;ANTSONDRODAVA;ANDRAMY;BUREAU FKT ANDRAMY;430406020101;BUREAU FKT ANDRAMY SALLE 01
15694;MELAKY;MAINTIRANO;ANTSONDRODAVA;TONDROLO;BUREAU  FKT TONDROLO;430406030101;BUREAU  FKT TONDROLO SALLE 01
15695;MELAKY;MAINTIRANO;ANTSONDRODAVA;TONDROLO;BUREAU FKT BEMOLANGA;430406030201;BUREAU FKT BEMOLANGA SALLE 01
15696;MELAKY;MAINTIRANO;ANTSONDRODAVA;ANKIDONDO;EPP ANKIDONDO;430406040101;EPP ANKIDONDO SALLE 01
15697;MELAKY;MAINTIRANO;ANTSONDRODAVA;ANTSONJO;BUREAU  FKT ANTSONJO;430406050101;BUREAU  FKT ANTSONJO SALLE 01
15698;MELAKY;MAINTIRANO;ANTSONDRODAVA;AMBARARATA;BUREAU  FKT AMBARARATA;430406060101;BUREAU FKT AMBARARATA SALLE 01
15699;MELAKY;MAINTIRANO;ANTSONDRODAVA;AMBARARATA;CASE M VANDRO AMBAHIBE;430406060201;CASE M VANDRO AMBAHIBE SALLE01
15700;MELAKY;MAINTIRANO;ANTSONDRODAVA;ANDRANOVOROKOLO;BUREAU  FKT ANDRANOVOROKOLO;430406070101;BUREAU FKT ANDRANOVOROKOLO SALLE 01
15701;MELAKY;MAINTIRANO;ANTSONDRODAVA;FILATSAHA;BUREAU FKT FILATSAHA;430406080101;BUREAU FKT FILATSAHA SALLE 01
15702;MELAKY;MAINTIRANO;BEBABOKA SUD;BEBABOKA-SUD;EPP BEBABOKA - SUD;430407010101;EPP BEBABOKA - SUD SALLE 01
15703;MELAKY;MAINTIRANO;BEBABOKA SUD;ANDRAFIAMIVONY;EPP ANDRAFIAMIVONY;430407020101;EPP ANDRAFIAMIVONY SALLE 01
15704;MELAKY;MAINTIRANO;BEBABOKA SUD;ONARA;EPP ONARA;430407030101;EPP ONARA SALLE 01
15705;MELAKY;MAINTIRANO;BEBABOKA SUD;BEREKETA;EPP BEREKETA;430407040101;EPP BEREKETA SALLE 01
15706;MELAKY;MAINTIRANO;BEBABOKA SUD;TSIAMANDIRA;EPP TSIAMANDIRA;430407050101;EPP TSIAMANDIRA SALLE 01
15707;MELAKY;MAINTIRANO;BEBABOKA SUD;ANDRANOBOKA;BUREAU  FKT ANDRANOBOKA;430407060101;BUREAU FKT ANDRANOBOKA SALLE 01
15708;MELAKY;MAINTIRANO;BEBABOKA SUD;AMBEROBE;GARDERIE AMBEROBE;430407070101;GARDERIE AMBEROBE SALLE 01
15709;MELAKY;MAINTIRANO;BEBABOKA SUD;BEMOKOTRA-NORD;GARDERIE BEMOKOTRA - NORD;430407080101;GARDERIE BEMOKOTRA - NORD SALLE 01
15710;MELAKY;MAINTIRANO;BELITSAKY;BELITSAKA;EPP BELITSAKA;430408010101;EPP BELITSAKA SALLE 01
15711;MELAKY;MAINTIRANO;BELITSAKY;AMBORONKOTSY;EPP AMBORONKOTSY;430408020101;EPP AMBORONKOTSY SALLE 01
15712;MELAKY;MAINTIRANO;BELITSAKY;ANTSORY;EPP ANTSORY;430408030101;EPP ANTSORY SALLE 01
15713;MELAKY;MAINTIRANO;BELITSAKY;MANDREVOMBY;EPP MANDREVOMBY;430408040101;EPP MANDREVOMBY SALLE 01
15714;MELAKY;MAINTIRANO;BELITSAKY;BEANTSIVA-EST;BUREAU  FKT BEANTSIVA;430408050101;BUREAU FKT BEANTSIVA SALLE 01
15715;MELAKY;MAINTIRANO;BELITSAKY;ANKILIMANARIVO;BUREAU  FKT ANKILIMANARIVO;430408060101;BUREAU FKT ANKILIMANARIVO SALLE 01
15716;MELAKY;MAINTIRANO;BELITSAKY;ANKILIMANARIVO;CASE SIEUR JEAN AMBINDA;430408060201;CASE SIEUR JEAN AMBINDA EST SALLE01
15717;MELAKY;MAINTIRANO;BELITSAKY;MAPERABE;BUREAU FKT MAMPERABE;430408070101;BUREAU FKT MAMPERABE SALLE 01
15718;MELAKY;MAINTIRANO;BEMOKOTRA SUD;BEMOKOTRA SUD;EPP BEMOKOTRA SUD;430409010101;EPP BEMOKOTRA SUD SALLE 01
15719;MELAKY;MAINTIRANO;BEMOKOTRA SUD;ANTSAFY;EPP ANTSAFY;430409020101;EPP ANTSAFY SALLE 01
15720;MELAKY;MAINTIRANO;BEMOKOTRA SUD;ANKERABE/SUD;GARDERIE ANKERABE/SUD;430409030101;GARDERIE ANKERABE/SUD SALLE 01
15721;MELAKY;MAINTIRANO;BEMOKOTRA SUD;AMBOROKONTSY;EPP AMBOROKONTSY;430409040101;EPP AMBOROKONTSY SALLE 01
15722;MELAKY;MAINTIRANO;BEMOKOTRA SUD;SARODRANO;GARDERIE SARODRANO;430409050101;GARDERIE SARODRANO SALLE 01
15723;MELAKY;MAINTIRANO;BEMOKOTRA SUD;ANKOROMOKOTY;EPP ANKOROMOKOTY;430409060101;EPP ANKOROMOKOTY SALLE 01
15724;MELAKY;MAINTIRANO;BEMOKOTRA SUD;ANJIABOROKA;EPP ANJIABOROKA;430409070101;EPP ANJIABOROKA SALLE 01
15725;MELAKY;MAINTIRANO;BEMOKOTRA SUD;ANTSAKOAMAGNEVA;EPP MAGNAMPEA;430409080101;EPP MAGNAMPEA SALLE 01
15726;MELAKY;MAINTIRANO;BEREVO RANOBE;BEREVO-RANOBE;EPP BEREVO RANOBE;430410010101;EPP  BEREVO - RANOBE SALLE 01
15727;MELAKY;MAINTIRANO;BEREVO RANOBE;AMBIKY;EPP AMBIKY;430410020101;EPP AMBIKY SALLE 01
15728;MELAKY;MAINTIRANO;BEREVO RANOBE;ANKETRABE;BUREAU FOKONTANY ANKETRABE;430410030101;BUREAU FKT ANKETRABE SALLE 01
15729;MELAKY;MAINTIRANO;BEREVO RANOBE;ANKERABE-NORD;EPP ANKERABE - NORD;430410040101;EPP ANKERABE - NORD SALLE 01
15730;MELAKY;MAINTIRANO;BEREVO RANOBE;ANDIMAKY;CASE NOTABLE NANTERA;430410050101;CASE NOTABLE NANTERA SALLE 01
15731;MELAKY;MAINTIRANO;BETANATANANA;BETANATANANA;EPP BETANATANANA;430411010101;EPP BETANATANANA SALLE 01
15732;MELAKY;MAINTIRANO;BETANATANANA;AMPANEA;EPP AMPANEHA;430411020101;EPP AMPANEHA SALLE 01
15733;MELAKY;MAINTIRANO;BETANATANANA;MANOMBO;BUREAU FKT MANOMBO;430411030101;BUREAU FKT MANOMBO SALLE 01
15734;MELAKY;MAINTIRANO;BETANATANANA;ANDRANOMALIO;EPP ANDRANOMALIO;430411040101;EPP ANDRANOMALIO SALLE 01
15735;MELAKY;MAINTIRANO;BETANATANANA;MAHAVELO;CEG MAHAVELO;430411050101;CEG MAHAVELO SALLE 01
15736;MELAKY;MAINTIRANO;BETANATANANA;AMBONARABEMAHASOA;EPP AMBONARABEMASOA;430411060101;EPP AMBONARABEMASOA SALLE 01
15737;MELAKY;MAINTIRANO;BETANATANANA;AMBONARABEMAHASOA;CASE TSIMIJALY;430411060201;CASE TSIMIJALY SALLE01
15738;MELAKY;MAINTIRANO;BETANATANANA;MAHAZOARIVO - BETSAKO;EPP MAHAZOARIVO;430411070101;EPP MAHAZOARIVO SALLE 01
15739;MELAKY;MAINTIRANO;BETANATANANA;ANDRAFIALAVA;BUREAU FKT ANDRAFIALAVA;430411080101;BUREAU FKT ANDRAFIALAVA SALLE 01
15740;MELAKY;MAINTIRANO;BETANATANANA;MORAFENO;CEG AMBALASATRA;430411090101;CEG AMBALASATRA SALLE 01
15741;MELAKY;MAINTIRANO;BETANATANANA;AMBOANIODIMY;EPP AMBOANIODIMY;430411100101;EPP AMBOANIODIMY SALLE 01
15742;MELAKY;MAINTIRANO;BETANATANANA;AMBALASATRA;CEG AMBALASATRA;430411110101;CEG AMBALASATRA SALLE 01
15743;MELAKY;MAINTIRANO;BETANATANANA;SOATANANA;EPP SOATANA;430411120101;EPP SOATANA SALLE 01
15744;MELAKY;MAINTIRANO;BETANATANANA;ANALAMAMIKO;COLLEGE ANALAMAMOKO;430411130101;COLLEGE ANALAMAMOKO SALLE 01
15745;MELAKY;MAINTIRANO;BETANATANANA;MATAVIRANO;EPP AMBONARABEMASOA;430411150101;EPP AMBONARABEMASOA SALLE 01
15746;MELAKY;MAINTIRANO;MAFAIJIJO;MAFAIJIJO;EPP MAFAIJIJO;430412010101;EPP MAFAIJIJO SALLE 01
15747;MELAKY;MAINTIRANO;MAFAIJIJO;MAFAIJIJO;CASE MODESTE ANDRANOKANGA;430412010201;CASE MODESTE ANDRANOKANGA SALLE 01
15748;MELAKY;MAINTIRANO;MAFAIJIJO;AMBOANIO;EPP TSIANALOKA;430412020101;EPP TSIANALOKA SALLE 01
15749;MELAKY;MAINTIRANO;MAFAIJIJO;AMBONARA-AVARATRA;EPP AMBONARA NORD;430412030101;EPP AMBONARA NORD SALLE 01
15750;MELAKY;MAINTIRANO;MAFAIJIJO;ANTANANDAVA NORD;EPP ANTANANDAVA NORD;430412040101;EPP ANTANANDAVA NORD SALLE 01
15751;MELAKY;MAINTIRANO;MAFAIJIJO;AMBOLOANDO;EPP AMBOLOANDO;430412050101;EPP AMBOLOANDO SALLE 01
15752;MELAKY;MAINTIRANO;MAFAIJIJO;ANTSOAMALINIKY;EPP ANTSOAMALINIKY;430412060101;EPP ANTSOAMALINIKY SALLE 01
15753;MELAKY;MAINTIRANO;MAFAIJIJO;ANKIRIJIFOTSY;GARDERIE BELOBAKA;430412070101;GARDERIE BELOBAKA SALLE 01
15754;MELAKY;MAINTIRANO;MAFAIJIJO;AMBALARANO;CASE M JONAH AMBALARANO;430412090101;CASE M JONAH AMBALARANO SALLE 01
15755;MELAKY;MAINTIRANO;MAFAIJIJO;ANTANANDAVA SUD;CASE FOMEISOA;430412100101;CASE FOMEISOA SALLE 01
15756;MELAKY;MAINTIRANO;MAINTIRANO;MARODOKA;TRANOMPOKONOLONA;430413010101;TRANOMPOKONOLONA SALLE 01
15757;MELAKY;MAINTIRANO;MAINTIRANO;MARODOKA;BUREAU FKT MARODOKA;430413010201;BUREAU FKT MARODOKA SALLE 01
15758;MELAKY;MAINTIRANO;MAINTIRANO;AMPASIMANDRORO;EPP AMPASIMANDRORO;430413020101;EPP AMPASIMANDRORO SALLE 01
15759;MELAKY;MAINTIRANO;MAINTIRANO;AMPASIMANDRORO;EPP AMPASIMANDRORO;430413020102;EPP AMPASIMANDRORO SALLE 02
15760;MELAKY;MAINTIRANO;MAINTIRANO;TANAMBAO/SPM;EPP TANAMBAO/SPM;430413030101;EPP TANAMBAO SPM SALLE 01
15761;MELAKY;MAINTIRANO;MAINTIRANO;TANAMBAO/SPM;EPP TANAMBAO/SPM;430413030102;EPP TANAMBAO SPM SALLE 02
